,Incident Number w/year,Watch,Type of Incident,incident_type,Type  Location,Division,Council District,Year of Incident,Month1 of Occurence,Day1 of the Week,NIBRS Crime Category,severity,NIBRS Crime Against,Zip Code,x,y
2284,014906-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Hotel/Motel/ETC,NORTHWEST,2,2023,January,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75235,32.82606,-96.8471
2285,006699-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Hotel/Motel/ETC,NORTHWEST,2,2023,January,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75247,32.82316,-96.86967
2286,001380-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking Lot (All Others),NORTHWEST,2,2023,January,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75219,32.81199,-96.82506
2287,010365-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",NORTHWEST,6,2023,January,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75220,32.85961,-96.87383
2288,019358-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",NORTHWEST,6,2023,January,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75247,32.82707,-96.88429
2289,043453-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",NORTHWEST,2,2023,March,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75235,32.82419,-96.83953
2290,040862-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",NORTHWEST,6,2023,March,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75220,32.85673,-96.87437
2291,047882-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),NORTHWEST,6,2023,March,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75220,32.86175,-96.9035
2292,065985-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",NORTHWEST,2,2023,April,Wed,MOTOR VEHICLE THEFT,10,PROPERTY,75209,32.85018,-96.82635
2293,057299-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Business Office,NORTHWEST,6,2023,April,Wed,MOTOR VEHICLE THEFT,10,PROPERTY,75229,32.88236,-96.88951
2294,066874-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),NORTHWEST,6,2023,April,Wed,MOTOR VEHICLE THEFT,10,PROPERTY,75220,32.85514,-96.8796
2295,057852-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking Lot (All Others),NORTHWEST,6,2023,April,Wed,MOTOR VEHICLE THEFT,10,PROPERTY,75207,32.79675,-96.8247
2296,057865-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking Lot (All Others),NORTHWEST,6,2023,April,Wed,MOTOR VEHICLE THEFT,10,PROPERTY,75207,32.79675,-96.8247
2297,057872-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking Lot (All Others),NORTHWEST,6,2023,April,Wed,MOTOR VEHICLE THEFT,10,PROPERTY,75207,32.79675,-96.8247
2298,802529-2023,1,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",THEFT,Bank/Savings And Loan,NORTHWEST,2,2023,February,Wed,LARCENY/ THEFT OFFENSES,9,PROPERTY,75220,32.86051,-96.85811
2299,031742-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",NORTHWEST,6,2023,February,Wed,MOTOR VEHICLE THEFT,10,PROPERTY,75220,32.86583,-96.86508
2300,007781-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Hotel/Motel/ETC,NORTHWEST,2,2023,January,Wed,MOTOR VEHICLE THEFT,10,PROPERTY,75235,32.80602,-96.82929
2301,800999-2023,1,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",THEFT,Commercial Property Occupied/Vacant,NORTHWEST,6,2023,January,Wed,LARCENY/ THEFT OFFENSES,9,PROPERTY,75220,32.86053,-96.87644
2302,011272-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),NORTHWEST,6,2023,January,Wed,MOTOR VEHICLE THEFT,10,PROPERTY,75207,32.78438,-96.81723
2303,015905-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),NORTHWEST,6,2023,January,Wed,MOTOR VEHICLE THEFT,10,PROPERTY,75229,32.88501,-96.88954
2304,047255-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking Lot (All Others),NORTHWEST,2,2023,March,Wed,MOTOR VEHICLE THEFT,10,PROPERTY,75235,32.83503,-96.83868
2305,049111-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),NORTHWEST,6,2023,March,Wed,MOTOR VEHICLE THEFT,10,PROPERTY,75247,32.83205,-96.88245
2306,068076-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,3,2023,April,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75241,32.671,-96.82218
2307,067403-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,4,2023,April,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75216,32.71366,-96.77949
2308,069299-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,4,2023,April,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75216,32.72049,-96.77901
2309,072667-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking Lot (All Others),SOUTH CENTRAL,4,2023,April,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75203,32.73504,-96.79742
2310,053978-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking Lot (All Others),SOUTH CENTRAL,4,2023,April,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75216,32.72194,-96.8187
2311,072867-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTH CENTRAL,7,2023,April,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75216,32.70436,-96.74952
2312,072974-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,8,2023,April,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75241,32.655835009,-96.774156036
2313,068093-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,8,2023,April,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75241,32.64202,-96.78208
2314,061732-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTH CENTRAL,8,2023,April,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75241,32.66878,-96.78008
2315,032872-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTH CENTRAL,4,2023,February,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75216,32.68446,-96.79936
2316,024038-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTH CENTRAL,4,2023,February,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75224,32.7109,-96.82819
2317,024099-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTH CENTRAL,4,2023,February,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75216,32.70606,-96.79983
2318,028330-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,8,2023,February,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75241,32.65659,-96.75035
2319,016672-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,4,2023,January,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75216,32.69869,-96.80653
2320,011720-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,4,2023,January,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75232,32.68544,-96.82926
2321,016485-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Other,SOUTH CENTRAL,4,2023,January,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75216,32.72169,-96.76844
2322,012228-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Other,SOUTH CENTRAL,4,2023,January,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75224,32.7076,-96.83125
2323,001377-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking Lot (All Others),SOUTH CENTRAL,4,2023,January,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75216,32.70912,-96.80278
2324,005874-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,7,2023,January,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75216,32.70605,-96.75565
2325,005034-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,8,2023,January,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75232,32.6588,-96.82861
2326,011680-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,8,2023,January,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75232,32.66077,-96.83581
2327,011676-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,8,2023,January,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75241,32.65681,-96.76392
2328,003144-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,8,2023,January,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75241,32.65117,-96.82044
2330,045942-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,8,2023,March,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75232,32.65681,-96.8555
2331,055429-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,8,2023,March,Fri,MOTOR VEHICLE THEFT,10,PROPERTY,75241,32.64063,-96.7811
2332,064902-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,4,2023,April,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75216,32.68968,-96.8109
2333,025604-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Commercial Property Occupied/Vacant,SOUTH CENTRAL,8,2023,February,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75237,32.64919,-96.88191
2334,025133-2023,1,UNAUTHORIZED USE OF MOTOR VEH - OTHER VEH,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,8,2023,February,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75241,32.67421,-96.78383
2335,056345-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Other,SOUTH CENTRAL,3,2023,January,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75216,32.69005,-96.79093
2336,012718-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTH CENTRAL,4,2023,January,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75216,32.72011,-96.81815
2337,005083-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,8,2023,January,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75241,32.6785,-96.75877
2338,022270-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTH CENTRAL,8,2023,June,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75237,32.64919,-96.88191
2340,051544-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Other,SOUTH CENTRAL,4,2023,March,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75232,32.689,-96.83478
2341,048286-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTH CENTRAL,4,2023,March,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75224,32.69012,-96.82757
2342,042207-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTH CENTRAL,4,2023,March,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75224,32.69704,-96.84014
2343,047597-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,4,2023,March,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75241,32.68165,-96.8173
2344,043378-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,8,2023,March,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75241,32.65373,-96.81258
2345,047069-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTH CENTRAL,8,2023,March,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75232,32.65648,-96.82686
2346,073850-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,2,2023,April,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75241,32.6437,-96.78302
2347,059438-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,4,2023,April,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75216,32.71369,-96.78734
2348,800371-2023,1,THEFT OF PROP > OR EQUAL $30K <$150K (NOT SHOPLIFT) PC31.03(e5),THEFT,Commercial Property Occupied/Vacant,SOUTH CENTRAL,7,2023,August,Sat,LARCENY/ THEFT OFFENSES,9,PROPERTY,75216,32.72178,-96.75947
2349,019809-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,8,2023,February,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75232,32.65193,-96.82779
2350,017527-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTH CENTRAL,3,2023,January,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75241,32.671,-96.82218
2351,068632-2023,3,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Business Office,NORTH CENTRAL,11,2023,April,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75243,32.92753,-96.76187
2352,059550-2023,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",NORTH CENTRAL,11,2023,April,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75240,32.93999,-96.75037
2353,068455-2023,3,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),NORTH CENTRAL,11,2023,April,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75240,32.93844,-96.74865
2354,073210-2023,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),NORTH CENTRAL,11,2023,April,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75240,32.93113,-96.81711
2355,073214-2023,3,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",THEFT,Parking (Business),NORTH CENTRAL,12,2023,April,Sat,LARCENY/ THEFT OFFENSES,9,PROPERTY,75252,32.99904,-96.79851
2356,072852-2023,3,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),NORTH CENTRAL,13,2023,April,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75225,32.86784,-96.77526
2357,059771-2023,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),NORTH CENTRAL,13,2023,April,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75225,32.86784,-96.77526
2358,801993-2023,3,"THEFT OF PROP > OR EQUAL $2,500 <$30K (SHOPLIFT-NOT EMP) PC31.03 (e4A)",THEFT,Retail Store,NORTH CENTRAL,13,2023,December,Sat,LARCENY/ THEFT OFFENSES,9,PROPERTY,75225,32.86959,-96.77071
2359,800055-2023,3,"THEFT OF PROP > OR EQUAL $2,500 <$30K (SHOPLIFT-NOT EMP) PC31.03 (e4A)",THEFT,Retail Store,NORTH CENTRAL,13,2023,December,Sat,LARCENY/ THEFT OFFENSES,9,PROPERTY,75225,32.86959,-96.77071
2360,804868-2023,3,"THEFT OF PROP > OR EQUAL $2,500 <$30K (SHOPLIFT-NOT EMP) PC31.03 (e4A)",THEFT,Retail Store,NORTH CENTRAL,11,2023,February,Sat,LARCENY/ THEFT OFFENSES,9,PROPERTY,75240,32.93172,-96.82081
2361,802239-2023,3,"THEFT OF PROP > OR EQUAL $2,500 <$30K (SHOPLIFT-NOT EMP) PC31.03 (e4A)",THEFT,Retail Store,NORTH CENTRAL,12,2023,February,Sat,LARCENY/ THEFT OFFENSES,9,PROPERTY,75252,33.00966,-96.79539
2362,802281-2023,3,"THEFT OF PROP > OR EQUAL $2,500 <$30K (SHOPLIFT-NOT EMP) PC31.03 (e4A)",THEFT,Shopping Mall,NORTH CENTRAL,13,2023,February,Sat,LARCENY/ THEFT OFFENSES,9,PROPERTY,75225,32.86959,-96.77071
2363,804851-2023,3,"THEFT OF PROP > OR EQUAL $2,500 <$30K (SHOPLIFT-NOT EMP) PC31.03 (e4A)",THEFT,Retail Store,NORTH CENTRAL,11,2023,January,Sat,LARCENY/ THEFT OFFENSES,9,PROPERTY,75240,32.93172,-96.82081
2364,050539-2023,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Gas or Service Station,NORTH CENTRAL,11,2023,March,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75251,32.92305,-96.76869
2365,804464-2023,3,"THEFT OF PROP > OR EQUAL $2,500 <$30K (SHOPLIFT-NOT EMP) PC31.03 (e4A)",THEFT,Retail Store,NORTH CENTRAL,11,2023,April,Sun,LARCENY/ THEFT OFFENSES,9,PROPERTY,75240,32.93625,-96.81969
2366,062771-2023,3,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),NORTH CENTRAL,12,2023,April,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75287,33.01029,-96.84491
2367,804443-2023,3,"THEFT OF PROP > OR EQUAL $2,500 <$30K (SHOPLIFT-NOT EMP) PC31.03 (e4A)",THEFT,Retail Store,NORTH CENTRAL,13,2023,April,Sun,LARCENY/ THEFT OFFENSES,9,PROPERTY,75225,32.86784,-96.77526
2368,073727-2023,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Park,NORTH CENTRAL,13,2023,April,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75230,32.922823016,-96.809417026
2369,066394-2023,3,THEFT BY DECEPTION (FRAUD) >OR EQUAL $30K <$150K,THEFT,Bank/Savings And Loan,NORTH CENTRAL,11,2023,August,Sun,FRAUD OFFENSES,11,PROPERTY,75254,32.94402,-96.80898
2370,029075-2023,3,THEFT FROM PERSON,THEFT,Parking (Business),NORTH CENTRAL,13,2023,February,Sun,LARCENY/ THEFT OFFENSES,9,PROPERTY,75230,32.89637,-96.804924
2371,021645-2023,3,"THEFT OF PROP > OR EQUAL $2,500 <$30K (EMPLOYEE) PC31.03(e4A)",THEFT,Restaurant/Food Service/TABC Location,NORTH CENTRAL,12,2023,January,Sun,EMBEZZELMENT,14,PROPERTY,75287,33.0019,-96.85761
2372,008961-2023,3,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,NORTH CENTRAL,13,2023,January,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75225,32.86455,-96.77436
2373,042908-2023,3,"THEFT OF PROP > OR EQUAL $2,500 <$30K (SHOPLIFT-NOT EMP) PC31.03 (e4A)",THEFT,Shopping Mall,NORTH CENTRAL,13,2023,March,Sun,LARCENY/ THEFT OFFENSES,9,PROPERTY,75225,32.86784,-96.77526
2374,042533-2023,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),NORTH CENTRAL,13,2023,March,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75225,32.86784,-96.77526
2375,070619-2023,3,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Storage Facility,NORTH CENTRAL,11,2023,April,Thu,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75240,32.93277,-96.80441
2376,037205-2023,3,BURGLARY OF BUILDING - FORCED ENTRY,BURGLARY,Storage Facility,NORTH CENTRAL,11,2023,December,Thu,BURGLARY/ BREAKING & ENTERING,8,PROPERTY,75240,32.93277,-96.80441
2377,027420-2023,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Entertainment/Sports Venue,NORTH CENTRAL,11,2023,February,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75243,32.93844,-96.74865
2378,802471-2023,3,"THEFT OF PROP > OR EQUAL $2,500 <$30K (SHOPLIFT-NOT EMP) PC31.03 (e4A)",THEFT,Grocery/Supermarket,NORTH CENTRAL,12,2023,February,Thu,LARCENY/ THEFT OFFENSES,9,PROPERTY,75252,32.99959,-96.79698
2379,801198-2023,3,"THEFT OF PROP > OR EQUAL $2,500 <$30K (SHOPLIFT-NOT EMP) PC31.03 (e4A)",THEFT,Retail Store,NORTH CENTRAL,13,2023,February,Thu,LARCENY/ THEFT OFFENSES,9,PROPERTY,75225,32.86959,-96.77071
2380,031613-2023,3,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),NORTH CENTRAL,13,2023,February,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75225,32.86784,-96.77526
2381,015745-2023,3,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),NORTH CENTRAL,11,2023,January,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75230,32.88028,-96.77192
2382,007025-2023,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),NORTH CENTRAL,13,2023,January,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75225,32.86784,-96.77526
2383,049368-2023,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Gas or Service Station,NORTH CENTRAL,11,2023,March,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75240,32.929181989,-96.762399998
2384,036268-2023,3,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Hotel/Motel/ETC,NORTH CENTRAL,11,2023,March,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75240,32.92801,-96.76232
2385,054030-2023,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),NORTH CENTRAL,11,2023,March,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75230,32.883075989,-96.770959011
